,Combination,SUDA_Sum
4486,"age, religious_importance, sex, handedness, religious_now, sexual_attraction_F, sexual_attraction_M",26074
4487,"age, religious_importance, sex, handedness, religious_upbringing, BMI, background_SES",109060
4488,"age, religious_importance, sex, handedness, religious_upbringing, BMI, gender_identity_F",93204
4489,"age, religious_importance, sex, handedness, religious_upbringing, BMI, gender_identity_M",93356
4490,"age, religious_importance, sex, handedness, religious_upbringing, BMI, sexual_attraction_F",94152
4491,"age, religious_importance, sex, handedness, religious_upbringing, BMI, sexual_attraction_M",94456
4492,"age, religious_importance, sex, handedness, religious_upbringing, background_SES, gender_identity_F",39340
4493,"age, religious_importance, sex, handedness, religious_upbringing, background_SES, gender_identity_M",39570
4494,"age, religious_importance, sex, handedness, religious_upbringing, background_SES, sexual_attraction_F",41726
4495,"age, religious_importance, sex, handedness, religious_upbringing, background_SES, sexual_attraction_M",42532
4496,"age, religious_importance, sex, handedness, religious_upbringing, gender_identity_F, gender_identity_M",29892
4497,"age, religious_importance, sex, handedness, religious_upbringing, gender_identity_F, sexual_attraction_F",31754
4498,"age, religious_importance, sex, handedness, religious_upbringing, gender_identity_F, sexual_attraction_M",33360
4499,"age, religious_importance, sex, handedness, religious_upbringing, gender_identity_M, sexual_attraction_F",32096
4500,"age, religious_importance, sex, handedness, religious_upbringing, gender_identity_M, sexual_attraction_M",34444
4501,"age, religious_importance, sex, handedness, religious_upbringing, sexual_attraction_F, sexual_attraction_M",29416
4502,"age, religious_importance, sex, handedness, BMI, background_SES, gender_identity_F",143446
4503,"age, religious_importance, sex, handedness, BMI, background_SES, gender_identity_M",143546
4504,"age, religious_importance, sex, handedness, BMI, background_SES, sexual_attraction_F",146646
4505,"age, religious_importance, sex, handedness, BMI, background_SES, sexual_attraction_M",145810
4506,"age, religious_importance, sex, handedness, BMI, gender_identity_F, gender_identity_M",114418
4507,"age, religious_importance, sex, handedness, BMI, gender_identity_F, sexual_attraction_F",118986
4508,"age, religious_importance, sex, handedness, BMI, gender_identity_F, sexual_attraction_M",118534
4509,"age, religious_importance, sex, handedness, BMI, gender_identity_M, sexual_attraction_F",119000
4510,"age, religious_importance, sex, handedness, BMI, gender_identity_M, sexual_attraction_M",118994
4511,"age, religious_importance, sex, handedness, BMI, sexual_attraction_F, sexual_attraction_M",113492
4512,"age, religious_importance, sex, handedness, background_SES, gender_identity_F, gender_identity_M",54036
4513,"age, religious_importance, sex, handedness, background_SES, gender_identity_F, sexual_attraction_F",59366
4514,"age, religious_importance, sex, handedness, background_SES, gender_identity_F, sexual_attraction_M",59096
4515,"age, religious_importance, sex, handedness, background_SES, gender_identity_M, sexual_attraction_F",59572
4516,"age, religious_importance, sex, handedness, background_SES, gender_identity_M, sexual_attraction_M",59800
4517,"age, religious_importance, sex, handedness, background_SES, sexual_attraction_F, sexual_attraction_M",56936
4518,"age, religious_importance, sex, handedness, gender_identity_F, gender_identity_M, sexual_attraction_F",44774
4519,"age, religious_importance, sex, handedness, gender_identity_F, gender_identity_M, sexual_attraction_M",45986
4520,"age, religious_importance, sex, handedness, gender_identity_F, sexual_attraction_F, sexual_attraction_M",44074
4521,"age, religious_importance, sex, handedness, gender_identity_M, sexual_attraction_F, sexual_attraction_M",44960
4522,"age, religious_importance, sex, religious_now, religious_upbringing, BMI, background_SES",108002
4523,"age, religious_importance, sex, religious_now, religious_upbringing, BMI, gender_identity_F",91810
4524,"age, religious_importance, sex, religious_now, religious_upbringing, BMI, gender_identity_M",92922
4525,"age, religious_importance, sex, religious_now, religious_upbringing, BMI, sexual_attraction_F",93340
4526,"age, religious_importance, sex, religious_now, religious_upbringing, BMI, sexual_attraction_M",93876
4527,"age, religious_importance, sex, religious_now, religious_upbringing, background_SES, gender_identity_F",36526
4528,"age, religious_importance, sex, religious_now, religious_upbringing, background_SES, gender_identity_M",37312
4529,"age, religious_importance, sex, religious_now, religious_upbringing, background_SES, sexual_attraction_F",38966
4530,"age, religious_importance, sex, religious_now, religious_upbringing, background_SES, sexual_attraction_M",40244
4531,"age, religious_importance, sex, religious_now, religious_upbringing, gender_identity_F, gender_identity_M",27782
4532,"age, religious_importance, sex, religious_now, religious_upbringing, gender_identity_F, sexual_attraction_F",29546
4533,"age, religious_importance, sex, religious_now, religious_upbringing, gender_identity_F, sexual_attraction_M",31464
4534,"age, religious_importance, sex, religious_now, religious_upbringing, gender_identity_M, sexual_attraction_F",30548
4535,"age, religious_importance, sex, religious_now, religious_upbringing, gender_identity_M, sexual_attraction_M",33266
4536,"age, religious_importance, sex, religious_now, religious_upbringing, sexual_attraction_F, sexual_attraction_M",27536
4537,"age, religious_importance, sex, religious_now, BMI, background_SES, gender_identity_F",142326
4538,"age, religious_importance, sex, religious_now, BMI, background_SES, gender_identity_M",143208
4539,"age, religious_importance, sex, religious_now, BMI, background_SES, sexual_attraction_F",145726
4540,"age, religious_importance, sex, religious_now, BMI, background_SES, sexual_attraction_M",145496
4541,"age, religious_importance, sex, religious_now, BMI, gender_identity_F, gender_identity_M",113340
4542,"age, religious_importance, sex, religious_now, BMI, gender_identity_F, sexual_attraction_F",117682
4543,"age, religious_importance, sex, religious_now, BMI, gender_identity_F, sexual_attraction_M",117606
4544,"age, religious_importance, sex, religious_now, BMI, gender_identity_M, sexual_attraction_F",118518
4545,"age, religious_importance, sex, religious_now, BMI, gender_identity_M, sexual_attraction_M",119028
4546,"age, religious_importance, sex, religious_now, BMI, sexual_attraction_F, sexual_attraction_M",112866
4547,"age, religious_importance, sex, religious_now, background_SES, gender_identity_F, gender_identity_M",51406
4548,"age, religious_importance, sex, religious_now, background_SES, gender_identity_F, sexual_attraction_F",56460
4549,"age, religious_importance, sex, religious_now, background_SES, gender_identity_F, sexual_attraction_M",56820
4550,"age, religious_importance, sex, religious_now, background_SES, gender_identity_M, sexual_attraction_F",56990
4551,"age, religious_importance, sex, religious_now, background_SES, gender_identity_M, sexual_attraction_M",57944
4552,"age, religious_importance, sex, religious_now, background_SES, sexual_attraction_F, sexual_attraction_M",54436
4553,"age, religious_importance, sex, religious_now, gender_identity_F, gender_identity_M, sexual_attraction_F",42254
4554,"age, religious_importance, sex, religious_now, gender_identity_F, gender_identity_M, sexual_attraction_M",44022
4555,"age, religious_importance, sex, religious_now, gender_identity_F, sexual_attraction_F, sexual_attraction_M",41700
4556,"age, religious_importance, sex, religious_now, gender_identity_M, sexual_attraction_F, sexual_attraction_M",43162
4557,"age, religious_importance, sex, religious_upbringing, BMI, background_SES, gender_identity_F",147244
4558,"age, religious_importance, sex, religious_upbringing, BMI, background_SES, gender_identity_M",147680
4559,"age, religious_importance, sex, religious_upbringing, BMI, background_SES, sexual_attraction_F",151394
4560,"age, religious_importance, sex, religious_upbringing, BMI, background_SES, sexual_attraction_M",151150
4561,"age, religious_importance, sex, religious_upbringing, BMI, gender_identity_F, gender_identity_M",117828
4562,"age, religious_importance, sex, religious_upbringing, BMI, gender_identity_F, sexual_attraction_F",122836
4563,"age, religious_importance, sex, religious_upbringing, BMI, gender_identity_F, sexual_attraction_M",122634
4564,"age, religious_importance, sex, religious_upbringing, BMI, gender_identity_M, sexual_attraction_F",122978
4565,"age, religious_importance, sex, religious_upbringing, BMI, gender_identity_M, sexual_attraction_M",123406
4566,"age, religious_importance, sex, religious_upbringing, BMI, sexual_attraction_F, sexual_attraction_M",118508
4567,"age, religious_importance, sex, religious_upbringing, background_SES, gender_identity_F, gender_identity_M",55232
4568,"age, religious_importance, sex, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_F",60758
4569,"age, religious_importance, sex, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_M",61082
4570,"age, religious_importance, sex, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_F",61236
4571,"age, religious_importance, sex, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_M",62202
4572,"age, religious_importance, sex, religious_upbringing, background_SES, sexual_attraction_F, sexual_attraction_M",59636
4573,"age, religious_importance, sex, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_F",46210
4574,"age, religious_importance, sex, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_M",47574
4575,"age, religious_importance, sex, religious_upbringing, gender_identity_F, sexual_attraction_F, sexual_attraction_M",45934
4576,"age, religious_importance, sex, religious_upbringing, gender_identity_M, sexual_attraction_F, sexual_attraction_M",47086
4577,"age, religious_importance, sex, BMI, background_SES, gender_identity_F, gender_identity_M",174294
4578,"age, religious_importance, sex, BMI, background_SES, gender_identity_F, sexual_attraction_F",182024
4579,"age, religious_importance, sex, BMI, background_SES, gender_identity_F, sexual_attraction_M",180948
4580,"age, religious_importance, sex, BMI, background_SES, gender_identity_M, sexual_attraction_F",182050
4581,"age, religious_importance, sex, BMI, background_SES, gender_identity_M, sexual_attraction_M",181412
4582,"age, religious_importance, sex, BMI, background_SES, sexual_attraction_F, sexual_attraction_M",178176
4583,"age, religious_importance, sex, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F",143564
4584,"age, religious_importance, sex, BMI, gender_identity_F, gender_identity_M, sexual_attraction_M",142964
4585,"age, religious_importance, sex, BMI, gender_identity_F, sexual_attraction_F, sexual_attraction_M",142080
4586,"age, religious_importance, sex, BMI, gender_identity_M, sexual_attraction_F, sexual_attraction_M",142236
4587,"age, religious_importance, sex, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",78990
4588,"age, religious_importance, sex, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",78726
4589,"age, religious_importance, sex, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",79716
4590,"age, religious_importance, sex, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",80370
4591,"age, religious_importance, sex, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",58334
4592,"age, religious_importance, handedness, religious_now, religious_upbringing, BMI, background_SES",103676
4593,"age, religious_importance, handedness, religious_now, religious_upbringing, BMI, gender_identity_F",90456
4594,"age, religious_importance, handedness, religious_now, religious_upbringing, BMI, gender_identity_M",91500
4595,"age, religious_importance, handedness, religious_now, religious_upbringing, BMI, sexual_attraction_F",90740
4596,"age, religious_importance, handedness, religious_now, religious_upbringing, BMI, sexual_attraction_M",91314
4597,"age, religious_importance, handedness, religious_now, religious_upbringing, background_SES, gender_identity_F",37760
4598,"age, religious_importance, handedness, religious_now, religious_upbringing, background_SES, gender_identity_M",38416
4599,"age, religious_importance, handedness, religious_now, religious_upbringing, background_SES, sexual_attraction_F",39142
4600,"age, religious_importance, handedness, religious_now, religious_upbringing, background_SES, sexual_attraction_M",39994
4601,"age, religious_importance, handedness, religious_now, religious_upbringing, gender_identity_F, gender_identity_M",28794
4602,"age, religious_importance, handedness, religious_now, religious_upbringing, gender_identity_F, sexual_attraction_F",30202
4603,"age, religious_importance, handedness, religious_now, religious_upbringing, gender_identity_F, sexual_attraction_M",32084
4604,"age, religious_importance, handedness, religious_now, religious_upbringing, gender_identity_M, sexual_attraction_F",31514
4605,"age, religious_importance, handedness, religious_now, religious_upbringing, gender_identity_M, sexual_attraction_M",33978
4606,"age, religious_importance, handedness, religious_now, religious_upbringing, sexual_attraction_F, sexual_attraction_M",27288
4607,"age, religious_importance, handedness, religious_now, BMI, background_SES, gender_identity_F",140420
4608,"age, religious_importance, handedness, religious_now, BMI, background_SES, gender_identity_M",141036
4609,"age, religious_importance, handedness, religious_now, BMI, background_SES, sexual_attraction_F",141940
4610,"age, religious_importance, handedness, religious_now, BMI, background_SES, sexual_attraction_M",141422
4611,"age, religious_importance, handedness, religious_now, BMI, gender_identity_F, gender_identity_M",113228
4612,"age, religious_importance, handedness, religious_now, BMI, gender_identity_F, sexual_attraction_F",116670
4613,"age, religious_importance, handedness, religious_now, BMI, gender_identity_F, sexual_attraction_M",116696
4614,"age, religious_importance, handedness, religious_now, BMI, gender_identity_M, sexual_attraction_F",117714
4615,"age, religious_importance, handedness, religious_now, BMI, gender_identity_M, sexual_attraction_M",118028
4616,"age, religious_importance, handedness, religious_now, BMI, sexual_attraction_F, sexual_attraction_M",110156
4617,"age, religious_importance, handedness, religious_now, background_SES, gender_identity_F, gender_identity_M",53232
4618,"age, religious_importance, handedness, religious_now, background_SES, gender_identity_F, sexual_attraction_F",57614
4619,"age, religious_importance, handedness, religious_now, background_SES, gender_identity_F, sexual_attraction_M",57556
4620,"age, religious_importance, handedness, religious_now, background_SES, gender_identity_M, sexual_attraction_F",58236
4621,"age, religious_importance, handedness, religious_now, background_SES, gender_identity_M, sexual_attraction_M",58592
4622,"age, religious_importance, handedness, religious_now, background_SES, sexual_attraction_F, sexual_attraction_M",53596
4623,"age, religious_importance, handedness, religious_now, gender_identity_F, gender_identity_M, sexual_attraction_F",43648
4624,"age, religious_importance, handedness, religious_now, gender_identity_F, gender_identity_M, sexual_attraction_M",45258
4625,"age, religious_importance, handedness, religious_now, gender_identity_F, sexual_attraction_F, sexual_attraction_M",42002
4626,"age, religious_importance, handedness, religious_now, gender_identity_M, sexual_attraction_F, sexual_attraction_M",43776
4627,"age, religious_importance, handedness, religious_upbringing, BMI, background_SES, gender_identity_F",145500
4628,"age, religious_importance, handedness, religious_upbringing, BMI, background_SES, gender_identity_M",145604
4629,"age, religious_importance, handedness, religious_upbringing, BMI, background_SES, sexual_attraction_F",147638
4630,"age, religious_importance, handedness, religious_upbringing, BMI, background_SES, sexual_attraction_M",147322
4631,"age, religious_importance, handedness, religious_upbringing, BMI, gender_identity_F, gender_identity_M",117862
4632,"age, religious_importance, handedness, religious_upbringing, BMI, gender_identity_F, sexual_attraction_F",121930
4633,"age, religious_importance, handedness, religious_upbringing, BMI, gender_identity_F, sexual_attraction_M",122012
4634,"age, religious_importance, handedness, religious_upbringing, BMI, gender_identity_M, sexual_attraction_F",122176
4635,"age, religious_importance, handedness, religious_upbringing, BMI, gender_identity_M, sexual_attraction_M",122570
4636,"age, religious_importance, handedness, religious_upbringing, BMI, sexual_attraction_F, sexual_attraction_M",116066
4637,"age, religious_importance, handedness, religious_upbringing, background_SES, gender_identity_F, gender_identity_M",57176
4638,"age, religious_importance, handedness, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_F",62000
4639,"age, religious_importance, handedness, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_M",62112
4640,"age, religious_importance, handedness, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_F",62454
4641,"age, religious_importance, handedness, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_M",63020
4642,"age, religious_importance, handedness, religious_upbringing, background_SES, sexual_attraction_F, sexual_attraction_M",59024
4643,"age, religious_importance, handedness, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_F",47638
4644,"age, religious_importance, handedness, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_M",48984
4645,"age, religious_importance, handedness, religious_upbringing, gender_identity_F, sexual_attraction_F, sexual_attraction_M",46550
4646,"age, religious_importance, handedness, religious_upbringing, gender_identity_M, sexual_attraction_F, sexual_attraction_M",47856
4647,"age, religious_importance, handedness, BMI, background_SES, gender_identity_F, gender_identity_M",174278
4648,"age, religious_importance, handedness, BMI, background_SES, gender_identity_F, sexual_attraction_F",180750
4649,"age, religious_importance, handedness, BMI, background_SES, gender_identity_F, sexual_attraction_M",179612
4650,"age, religious_importance, handedness, BMI, background_SES, gender_identity_M, sexual_attraction_F",180744
4651,"age, religious_importance, handedness, BMI, background_SES, gender_identity_M, sexual_attraction_M",179760
4652,"age, religious_importance, handedness, BMI, background_SES, sexual_attraction_F, sexual_attraction_M",174390
4653,"age, religious_importance, handedness, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F",145514
4654,"age, religious_importance, handedness, BMI, gender_identity_F, gender_identity_M, sexual_attraction_M",144970
4655,"age, religious_importance, handedness, BMI, gender_identity_F, sexual_attraction_F, sexual_attraction_M",142698
4656,"age, religious_importance, handedness, BMI, gender_identity_M, sexual_attraction_F, sexual_attraction_M",142944
4657,"age, religious_importance, handedness, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",81070
4658,"age, religious_importance, handedness, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",80422
4659,"age, religious_importance, handedness, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",80188
4660,"age, religious_importance, handedness, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",80872
4661,"age, religious_importance, handedness, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",59292
4662,"age, religious_importance, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F",144162
4663,"age, religious_importance, religious_now, religious_upbringing, BMI, background_SES, gender_identity_M",145126
4664,"age, religious_importance, religious_now, religious_upbringing, BMI, background_SES, sexual_attraction_F",146636
4665,"age, religious_importance, religious_now, religious_upbringing, BMI, background_SES, sexual_attraction_M",146720
4666,"age, religious_importance, religious_now, religious_upbringing, BMI, gender_identity_F, gender_identity_M",116742
4667,"age, religious_importance, religious_now, religious_upbringing, BMI, gender_identity_F, sexual_attraction_F",120696
4668,"age, religious_importance, religious_now, religious_upbringing, BMI, gender_identity_F, sexual_attraction_M",120980
4669,"age, religious_importance, religious_now, religious_upbringing, BMI, gender_identity_M, sexual_attraction_F",121862
4670,"age, religious_importance, religious_now, religious_upbringing, BMI, gender_identity_M, sexual_attraction_M",122562
4671,"age, religious_importance, religious_now, religious_upbringing, BMI, sexual_attraction_F, sexual_attraction_M",115410
4672,"age, religious_importance, religious_now, religious_upbringing, background_SES, gender_identity_F, gender_identity_M",54664
4673,"age, religious_importance, religious_now, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_F",59214
4674,"age, religious_importance, religious_now, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_M",59752
4675,"age, religious_importance, religious_now, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_F",60224
4676,"age, religious_importance, religious_now, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_M",61266
4677,"age, religious_importance, religious_now, religious_upbringing, background_SES, sexual_attraction_F, sexual_attraction_M",56544
4678,"age, religious_importance, religious_now, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_F",45278
4679,"age, religious_importance, religious_now, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_M",46976
4680,"age, religious_importance, religious_now, religious_upbringing, gender_identity_F, sexual_attraction_F, sexual_attraction_M",44092
4681,"age, religious_importance, religious_now, religious_upbringing, gender_identity_M, sexual_attraction_F, sexual_attraction_M",46158
4682,"age, religious_importance, religious_now, BMI, background_SES, gender_identity_F, gender_identity_M",173754
4683,"age, religious_importance, religious_now, BMI, background_SES, gender_identity_F, sexual_attraction_F",179820
4684,"age, religious_importance, religious_now, BMI, background_SES, gender_identity_F, sexual_attraction_M",179210
4685,"age, religious_importance, religious_now, BMI, background_SES, gender_identity_M, sexual_attraction_F",180520
4686,"age, religious_importance, religious_now, BMI, background_SES, gender_identity_M, sexual_attraction_M",180196
4687,"age, religious_importance, religious_now, BMI, background_SES, sexual_attraction_F, sexual_attraction_M",174126
4688,"age, religious_importance, religious_now, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F",143464
4689,"age, religious_importance, religious_now, BMI, gender_identity_F, gender_identity_M, sexual_attraction_M",143394
4690,"age, religious_importance, religious_now, BMI, gender_identity_F, sexual_attraction_F, sexual_attraction_M",140662
4691,"age, religious_importance, religious_now, BMI, gender_identity_M, sexual_attraction_F, sexual_attraction_M",141844
4692,"age, religious_importance, religious_now, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",77764
4693,"age, religious_importance, religious_now, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",77772
4694,"age, religious_importance, religious_now, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",77058
4695,"age, religious_importance, religious_now, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",78192
4696,"age, religious_importance, religious_now, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",58386
4697,"age, religious_importance, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M",179580
4698,"age, religious_importance, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_F",186586
4699,"age, religious_importance, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_M",185912
4700,"age, religious_importance, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_F",186698
4701,"age, religious_importance, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_M",186402
4702,"age, religious_importance, religious_upbringing, BMI, background_SES, sexual_attraction_F, sexual_attraction_M",181736
4703,"age, religious_importance, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F",149104
4704,"age, religious_importance, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_M",148888
4705,"age, religious_importance, religious_upbringing, BMI, gender_identity_F, sexual_attraction_F, sexual_attraction_M",147256
4706,"age, religious_importance, religious_upbringing, BMI, gender_identity_M, sexual_attraction_F, sexual_attraction_M",147672
4707,"age, religious_importance, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",83702
4708,"age, religious_importance, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",83702
4709,"age, religious_importance, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",83778
4710,"age, religious_importance, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",84630
4711,"age, religious_importance, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",61566
4712,"age, religious_importance, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",209744
4713,"age, religious_importance, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",208450
4714,"age, religious_importance, BMI, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",208450
4715,"age, religious_importance, BMI, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",208426
4716,"age, religious_importance, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",151120
4717,"age, religious_importance, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",94256
4718,"age, sex, handedness, religious_now, religious_upbringing, BMI, background_SES",84988
4719,"age, sex, handedness, religious_now, religious_upbringing, BMI, gender_identity_F",72692
4720,"age, sex, handedness, religious_now, religious_upbringing, BMI, gender_identity_M",72604
4721,"age, sex, handedness, religious_now, religious_upbringing, BMI, sexual_attraction_F",72500
4722,"age, sex, handedness, religious_now, religious_upbringing, BMI, sexual_attraction_M",72194
4723,"age, sex, handedness, religious_now, religious_upbringing, background_SES, gender_identity_F",24840
4724,"age, sex, handedness, religious_now, religious_upbringing, background_SES, gender_identity_M",24696
4725,"age, sex, handedness, religious_now, religious_upbringing, background_SES, sexual_attraction_F",25622
4726,"age, sex, handedness, religious_now, religious_upbringing, background_SES, sexual_attraction_M",25818
4727,"age, sex, handedness, religious_now, religious_upbringing, gender_identity_F, gender_identity_M",20160
4728,"age, sex, handedness, religious_now, religious_upbringing, gender_identity_F, sexual_attraction_F",20904
4729,"age, sex, handedness, religious_now, religious_upbringing, gender_identity_F, sexual_attraction_M",22340
4730,"age, sex, handedness, religious_now, religious_upbringing, gender_identity_M, sexual_attraction_F",20766
4731,"age, sex, handedness, religious_now, religious_upbringing, gender_identity_M, sexual_attraction_M",23012
4732,"age, sex, handedness, religious_now, religious_upbringing, sexual_attraction_F, sexual_attraction_M",16872
4733,"age, sex, handedness, religious_now, BMI, background_SES, gender_identity_F",116636
4734,"age, sex, handedness, religious_now, BMI, background_SES, gender_identity_M",116560
4735,"age, sex, handedness, religious_now, BMI, background_SES, sexual_attraction_F",118446
4736,"age, sex, handedness, religious_now, BMI, background_SES, sexual_attraction_M",117106
4737,"age, sex, handedness, religious_now, BMI, gender_identity_F, gender_identity_M",91434
4738,"age, sex, handedness, religious_now, BMI, gender_identity_F, sexual_attraction_F",94944
4739,"age, sex, handedness, religious_now, BMI, gender_identity_F, sexual_attraction_M",94376
4740,"age, sex, handedness, religious_now, BMI, gender_identity_M, sexual_attraction_F",94714
4741,"age, sex, handedness, religious_now, BMI, gender_identity_M, sexual_attraction_M",94652
4742,"age, sex, handedness, religious_now, BMI, sexual_attraction_F, sexual_attraction_M",87954
4743,"age, sex, handedness, religious_now, background_SES, gender_identity_F, gender_identity_M",37758
4744,"age, sex, handedness, religious_now, background_SES, gender_identity_F, sexual_attraction_F",41574
4745,"age, sex, handedness, religious_now, background_SES, gender_identity_F, sexual_attraction_M",41172
4746,"age, sex, handedness, religious_now, background_SES, gender_identity_M, sexual_attraction_F",41450
4747,"age, sex, handedness, religious_now, background_SES, gender_identity_M, sexual_attraction_M",41582
4748,"age, sex, handedness, religious_now, background_SES, sexual_attraction_F, sexual_attraction_M",37156
4749,"age, sex, handedness, religious_now, gender_identity_F, gender_identity_M, sexual_attraction_F",32012
4750,"age, sex, handedness, religious_now, gender_identity_F, gender_identity_M, sexual_attraction_M",33586
4751,"age, sex, handedness, religious_now, gender_identity_F, sexual_attraction_F, sexual_attraction_M",30320
4752,"age, sex, handedness, religious_now, gender_identity_M, sexual_attraction_F, sexual_attraction_M",30876
4753,"age, sex, handedness, religious_upbringing, BMI, background_SES, gender_identity_F",117292
4754,"age, sex, handedness, religious_upbringing, BMI, background_SES, gender_identity_M",116678
4755,"age, sex, handedness, religious_upbringing, BMI, background_SES, sexual_attraction_F",119844
4756,"age, sex, handedness, religious_upbringing, BMI, background_SES, sexual_attraction_M",118532
4757,"age, sex, handedness, religious_upbringing, BMI, gender_identity_F, gender_identity_M",92216
4758,"age, sex, handedness, religious_upbringing, BMI, gender_identity_F, sexual_attraction_F",96314
4759,"age, sex, handedness, religious_upbringing, BMI, gender_identity_F, sexual_attraction_M",95568
4760,"age, sex, handedness, religious_upbringing, BMI, gender_identity_M, sexual_attraction_F",95278
4761,"age, sex, handedness, religious_upbringing, BMI, gender_identity_M, sexual_attraction_M",95092
4762,"age, sex, handedness, religious_upbringing, BMI, sexual_attraction_F, sexual_attraction_M",89880
4763,"age, sex, handedness, religious_upbringing, background_SES, gender_identity_F, gender_identity_M",37786
4764,"age, sex, handedness, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_F",42210
4765,"age, sex, handedness, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_M",41746
4766,"age, sex, handedness, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_F",41902
4767,"age, sex, handedness, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_M",42036
4768,"age, sex, handedness, religious_upbringing, background_SES, sexual_attraction_F, sexual_attraction_M",38960
4769,"age, sex, handedness, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_F",32364
4770,"age, sex, handedness, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_M",33390
4771,"age, sex, handedness, religious_upbringing, gender_identity_F, sexual_attraction_F, sexual_attraction_M",31100
4772,"age, sex, handedness, religious_upbringing, gender_identity_M, sexual_attraction_F, sexual_attraction_M",31214
4773,"age, sex, handedness, BMI, background_SES, gender_identity_F, gender_identity_M",141036
4774,"age, sex, handedness, BMI, background_SES, gender_identity_F, sexual_attraction_F",147852
4775,"age, sex, handedness, BMI, background_SES, gender_identity_F, sexual_attraction_M",145996
4776,"age, sex, handedness, BMI, background_SES, gender_identity_M, sexual_attraction_F",147086
4777,"age, sex, handedness, BMI, background_SES, gender_identity_M, sexual_attraction_M",145536
4778,"age, sex, handedness, BMI, background_SES, sexual_attraction_F, sexual_attraction_M",141690
4779,"age, sex, handedness, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F",114654
4780,"age, sex, handedness, BMI, gender_identity_F, gender_identity_M, sexual_attraction_M",113680
