Combination,Unique Rows,Unique Rows Excluding Columns,Score
"AGE, LANGUAGE, MARITAL_STATUS, ETHNICITY_1, GENDER",366,398,1.6366120218579234
"AGE, LANGUAGE, MARITAL_STATUS, ETHNICITY_1, WORK_NIH_CAMPUS",372,367,1.6935483870967742
"AGE, LANGUAGE, MARITAL_STATUS, GENDER, WORK_NIH_CAMPUS",403,355,1.5930521091811414
"AGE, LANGUAGE, EDUCATION, EMPLOYMENT, LGBT_IDENTITY",479,237,1.5866388308977035
"AGE, LANGUAGE, EDUCATION, EMPLOYMENT, ETHNICITY_1",424,275,1.7028301886792452
"AGE, LANGUAGE, EDUCATION, EMPLOYMENT, GENDER",469,245,1.603411513859275
"AGE, LANGUAGE, EDUCATION, EMPLOYMENT, WORK_NIH_CAMPUS",479,224,1.6137787056367432
"AGE, LANGUAGE, EDUCATION, LGBT_IDENTITY, ETHNICITY_1",397,331,1.6775818639798488
"AGE, LANGUAGE, EDUCATION, LGBT_IDENTITY, GENDER",453,305,1.5275938189845475
"AGE, LANGUAGE, EDUCATION, LGBT_IDENTITY, WORK_NIH_CAMPUS",450,264,1.6288888888888888
"AGE, LANGUAGE, EDUCATION, ETHNICITY_1, GENDER",375,335,1.7653333333333334
"AGE, LANGUAGE, EDUCATION, ETHNICITY_1, WORK_NIH_CAMPUS",383,297,1.8276762402088773
"AGE, LANGUAGE, EDUCATION, GENDER, WORK_NIH_CAMPUS",425,275,1.6988235294117646
"AGE, LANGUAGE, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",362,328,1.8480662983425415
"AGE, LANGUAGE, EMPLOYMENT, LGBT_IDENTITY, GENDER",428,299,1.6308411214953271
"AGE, LANGUAGE, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",426,286,1.6690140845070423
"AGE, LANGUAGE, EMPLOYMENT, ETHNICITY_1, GENDER",372,335,1.7795698924731183
"AGE, LANGUAGE, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",384,318,1.7682291666666667
"AGE, LANGUAGE, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",433,291,1.630484988452656
"AGE, LANGUAGE, LGBT_IDENTITY, ETHNICITY_1, GENDER",344,400,1.7354651162790697
"AGE, LANGUAGE, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",359,372,1.7409470752089136
"AGE, LANGUAGE, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",389,349,1.6658097686375322
"AGE, LANGUAGE, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",327,381,1.8837920489296636
"AGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT",495,241,1.5272727272727273
"AGE, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY",462,286,1.5389610389610389
"AGE, RACE_1, MARITAL_STATUS, EDUCATION, ETHNICITY_1",393,332,1.6921119592875318
"AGE, RACE_1, MARITAL_STATUS, EDUCATION, GENDER",458,296,1.5305676855895196
"AGE, RACE_1, MARITAL_STATUS, EDUCATION, WORK_NIH_CAMPUS",467,288,1.5182012847965738
"AGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY",460,288,1.541304347826087
"AGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1",392,325,1.7142857142857142
"AGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, GENDER",452,316,1.5066371681415929
"AGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, WORK_NIH_CAMPUS",463,283,1.5421166306695464
"AGE, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1",338,401,1.7633136094674555
"AGE, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, GENDER",388,352,1.6623711340206186
"AGE, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, WORK_NIH_CAMPUS",405,343,1.614814814814815
"AGE, RACE_1, MARITAL_STATUS, ETHNICITY_1, GENDER",343,401,1.7376093294460642
"AGE, RACE_1, MARITAL_STATUS, ETHNICITY_1, WORK_NIH_CAMPUS",356,366,1.7724719101123596
"AGE, RACE_1, MARITAL_STATUS, GENDER, WORK_NIH_CAMPUS",407,355,1.5773955773955775
"AGE, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY",482,264,1.520746887966805
"AGE, RACE_1, EDUCATION, EMPLOYMENT, ETHNICITY_1",423,305,1.635933806146572
"AGE, RACE_1, EDUCATION, EMPLOYMENT, GENDER",499,269,1.4589178356713426
"AGE, RACE_1, EDUCATION, EMPLOYMENT, WORK_NIH_CAMPUS",493,265,1.484787018255578
"AGE, RACE_1, EDUCATION, LGBT_IDENTITY, ETHNICITY_1",372,352,1.7338709677419355
"AGE, RACE_1, EDUCATION, LGBT_IDENTITY, GENDER",432,311,1.587962962962963
"AGE, RACE_1, EDUCATION, LGBT_IDENTITY, WORK_NIH_CAMPUS",446,299,1.5650224215246638
"AGE, RACE_1, EDUCATION, ETHNICITY_1, GENDER",371,350,1.743935309973046
"AGE, RACE_1, EDUCATION, ETHNICITY_1, WORK_NIH_CAMPUS",377,350,1.7161803713527852
"AGE, RACE_1, EDUCATION, GENDER, WORK_NIH_CAMPUS",441,305,1.5691609977324263
"AGE, RACE_1, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",352,333,1.8863636363636365
"AGE, RACE_1, EMPLOYMENT, LGBT_IDENTITY, GENDER",415,321,1.6289156626506025
"AGE, RACE_1, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",430,306,1.6069767441860465
"AGE, RACE_1, EMPLOYMENT, ETHNICITY_1, GENDER",371,353,1.7358490566037736
"AGE, RACE_1, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",371,333,1.789757412398922
"AGE, RACE_1, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",455,312,1.5054945054945055
"AGE, RACE_1, LGBT_IDENTITY, ETHNICITY_1, GENDER",297,402,2.0033670033670035
"AGE, RACE_1, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",320,380,1.928125
"AGE, RACE_1, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",380,356,1.686842105263158
"AGE, RACE_1, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",326,385,1.8773006134969326
"AGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY",459,275,1.5729847494553377
"AGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1",405,311,1.693827160493827
"AGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, GENDER",459,289,1.542483660130719
"AGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, WORK_NIH_CAMPUS",461,261,1.596529284164859
"AGE, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1",376,393,1.6063829787234043
"AGE, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, GENDER",418,338,1.576555023923445
"AGE, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, WORK_NIH_CAMPUS",420,308,1.6404761904761904
"AGE, MARITAL_STATUS, EDUCATION, ETHNICITY_1, GENDER",358,382,1.717877094972067
"AGE, MARITAL_STATUS, EDUCATION, ETHNICITY_1, WORK_NIH_CAMPUS",361,359,1.7673130193905817
"AGE, MARITAL_STATUS, EDUCATION, GENDER, WORK_NIH_CAMPUS",407,324,1.6535626535626535
"AGE, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",371,383,1.6549865229110512
"AGE, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, GENDER",404,357,1.5841584158415842
"AGE, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",415,312,1.6506024096385543
"AGE, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, GENDER",361,384,1.6980609418282548
"AGE, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",378,355,1.6984126984126984
"AGE, MARITAL_STATUS, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",415,325,1.619277108433735
"AGE, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, GENDER",313,464,1.7028753993610224
"AGE, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",333,422,1.7267267267267268
"AGE, MARITAL_STATUS, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",360,389,1.6888888888888889
"AGE, MARITAL_STATUS, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",318,429,1.7861635220125787
"AGE, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",394,327,1.700507614213198
"AGE, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER",440,300,1.584090909090909
"AGE, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",459,270,1.5838779956427016
"AGE, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER",371,339,1.7735849056603774
"AGE, EDUCATION, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",401,319,1.6907730673316708
"AGE, EDUCATION, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",435,289,1.6275862068965516
"AGE, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER",349,407,1.6905444126074498
"AGE, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",349,380,1.7679083094555874
"AGE, EDUCATION, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",389,338,1.6940874035989717
"AGE, EDUCATION, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",310,371,2.0193548387096776
"AGE, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",324,397,1.8518518518518519
"AGE, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",329,368,1.911854103343465
"AGE, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",395,336,1.6734177215189874
"AGE, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",341,369,1.8416422287390029
"AGE, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",284,432,1.9894366197183098
"INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION",290,465,1.8344827586206895
"INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT",294,455,1.8435374149659864
"INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, LGBT_IDENTITY",249,499,2.0
"INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, ETHNICITY_1",208,568,2.0625
"INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, GENDER",232,517,2.0689655172413794
"INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, WORK_NIH_CAMPUS",248,496,2.0201612903225805
"INCOME, LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT",344,445,1.6046511627906976
"INCOME, LANGUAGE, RACE_1, EDUCATION, LGBT_IDENTITY",277,504,1.779783393501805
"INCOME, LANGUAGE, RACE_1, EDUCATION, ETHNICITY_1",240,536,1.9208333333333334
"INCOME, LANGUAGE, RACE_1, EDUCATION, GENDER",271,490,1.8708487084870848
"INCOME, LANGUAGE, RACE_1, EDUCATION, WORK_NIH_CAMPUS",304,482,1.694078947368421
"INCOME, LANGUAGE, RACE_1, EMPLOYMENT, LGBT_IDENTITY",284,484,1.806338028169014
"INCOME, LANGUAGE, RACE_1, EMPLOYMENT, ETHNICITY_1",229,541,1.9912663755458515
"INCOME, LANGUAGE, RACE_1, EMPLOYMENT, GENDER",268,486,1.9067164179104477
"INCOME, LANGUAGE, RACE_1, EMPLOYMENT, WORK_NIH_CAMPUS",290,480,1.782758620689655
"INCOME, LANGUAGE, RACE_1, LGBT_IDENTITY, ETHNICITY_1",209,586,1.9665071770334928
"INCOME, LANGUAGE, RACE_1, LGBT_IDENTITY, GENDER",222,530,2.1036036036036037
"INCOME, LANGUAGE, RACE_1, LGBT_IDENTITY, WORK_NIH_CAMPUS",245,524,1.9306122448979592
"INCOME, LANGUAGE, RACE_1, ETHNICITY_1, GENDER",177,588,2.310734463276836
"INCOME, LANGUAGE, RACE_1, ETHNICITY_1, WORK_NIH_CAMPUS",217,569,1.9723502304147464
"INCOME, LANGUAGE, RACE_1, GENDER, WORK_NIH_CAMPUS",230,517,2.0869565217391304
"INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT",304,437,1.8421052631578947
"INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY",259,524,1.8262548262548262
"INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, ETHNICITY_1",242,560,1.8057851239669422
"INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, GENDER",246,482,2.0934959349593494
"INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, WORK_NIH_CAMPUS",259,489,1.9613899613899615
"INCOME, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY",261,496,1.9195402298850575
"INCOME, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1",229,559,1.9126637554585153
"INCOME, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, GENDER",254,500,1.9566929133858268
"INCOME, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, WORK_NIH_CAMPUS",263,486,1.9429657794676807
"INCOME, LANGUAGE, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1",199,627,1.8592964824120604
"INCOME, LANGUAGE, MARITAL_STATUS, LGBT_IDENTITY, GENDER",226,548,1.9867256637168142
"INCOME, LANGUAGE, MARITAL_STATUS, LGBT_IDENTITY, WORK_NIH_CAMPUS",215,549,2.083720930232558
"INCOME, LANGUAGE, MARITAL_STATUS, ETHNICITY_1, GENDER",186,604,2.1129032258064515
"INCOME, LANGUAGE, MARITAL_STATUS, ETHNICITY_1, WORK_NIH_CAMPUS",193,605,2.0310880829015545
"INCOME, LANGUAGE, MARITAL_STATUS, GENDER, WORK_NIH_CAMPUS",211,539,2.170616113744076
"INCOME, LANGUAGE, EDUCATION, EMPLOYMENT, LGBT_IDENTITY",299,471,1.7591973244147157
"INCOME, LANGUAGE, EDUCATION, EMPLOYMENT, ETHNICITY_1",273,524,1.7326007326007327
"INCOME, LANGUAGE, EDUCATION, EMPLOYMENT, GENDER",291,466,1.824742268041237
"INCOME, LANGUAGE, EDUCATION, EMPLOYMENT, WORK_NIH_CAMPUS",306,447,1.7973856209150327
"INCOME, LANGUAGE, EDUCATION, LGBT_IDENTITY, ETHNICITY_1",228,603,1.7280701754385965
"INCOME, LANGUAGE, EDUCATION, LGBT_IDENTITY, GENDER",233,519,2.051502145922747
"INCOME, LANGUAGE, EDUCATION, LGBT_IDENTITY, WORK_NIH_CAMPUS",251,521,1.8964143426294822
"INCOME, LANGUAGE, EDUCATION, ETHNICITY_1, GENDER",207,579,2.0193236714975846
"INCOME, LANGUAGE, EDUCATION, ETHNICITY_1, WORK_NIH_CAMPUS",224,557,1.9642857142857142
"INCOME, LANGUAGE, EDUCATION, GENDER, WORK_NIH_CAMPUS",229,513,2.11353711790393
"INCOME, LANGUAGE, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",224,599,1.7767857142857142
"INCOME, LANGUAGE, EMPLOYMENT, LGBT_IDENTITY, GENDER",244,521,1.9508196721311475
"INCOME, LANGUAGE, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",247,516,1.9473684210526316
"INCOME, LANGUAGE, EMPLOYMENT, ETHNICITY_1, GENDER",200,585,2.06
"INCOME, LANGUAGE, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",210,565,2.057142857142857
"INCOME, LANGUAGE, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",243,509,2.0082304526748973
"INCOME, LANGUAGE, LGBT_IDENTITY, ETHNICITY_1, GENDER",174,628,2.1206896551724137
"INCOME, LANGUAGE, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",183,618,2.07103825136612
"INCOME, LANGUAGE, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",195,545,2.317948717948718
"INCOME, LANGUAGE, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",164,610,2.3597560975609757
"INCOME, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT",290,446,1.9
"INCOME, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY",233,492,2.167381974248927
"INCOME, RACE_1, MARITAL_STATUS, EDUCATION, ETHNICITY_1",202,545,2.237623762376238
"INCOME, RACE_1, MARITAL_STATUS, EDUCATION, GENDER",229,482,2.2489082969432315
"INCOME, RACE_1, MARITAL_STATUS, EDUCATION, WORK_NIH_CAMPUS",237,478,2.189873417721519
"INCOME, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY",215,467,2.4651162790697674
"INCOME, RACE_1, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1",185,554,2.3945945945945946
"INCOME, RACE_1, MARITAL_STATUS, EMPLOYMENT, GENDER",212,498,2.3537735849056602
"INCOME, RACE_1, MARITAL_STATUS, EMPLOYMENT, WORK_NIH_CAMPUS",238,488,2.138655462184874
"INCOME, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1",156,573,2.717948717948718
"INCOME, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, GENDER",170,533,2.7294117647058824
"INCOME, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, WORK_NIH_CAMPUS",191,509,2.554973821989529
"INCOME, RACE_1, MARITAL_STATUS, ETHNICITY_1, GENDER",144,588,2.8402777777777777
"INCOME, RACE_1, MARITAL_STATUS, ETHNICITY_1, WORK_NIH_CAMPUS",162,568,2.6481481481481484
"INCOME, RACE_1, MARITAL_STATUS, GENDER, WORK_NIH_CAMPUS",180,523,2.6333333333333333
"INCOME, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY",284,466,1.869718309859155
"INCOME, RACE_1, EDUCATION, EMPLOYMENT, ETHNICITY_1",247,528,1.8987854251012146
"INCOME, RACE_1, EDUCATION, EMPLOYMENT, GENDER",269,486,1.899628252788104
"INCOME, RACE_1, EDUCATION, EMPLOYMENT, WORK_NIH_CAMPUS",300,466,1.77
"INCOME, RACE_1, EDUCATION, LGBT_IDENTITY, ETHNICITY_1",197,560,2.218274111675127
"INCOME, RACE_1, EDUCATION, LGBT_IDENTITY, GENDER",201,509,2.427860696517413
"INCOME, RACE_1, EDUCATION, LGBT_IDENTITY, WORK_NIH_CAMPUS",219,505,2.2465753424657535
"INCOME, RACE_1, EDUCATION, ETHNICITY_1, GENDER",169,558,2.5976331360946747
"INCOME, RACE_1, EDUCATION, ETHNICITY_1, WORK_NIH_CAMPUS",189,549,2.3703703703703702
"INCOME, RACE_1, EDUCATION, GENDER, WORK_NIH_CAMPUS",218,496,2.2981651376146788
"INCOME, RACE_1, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",193,545,2.3419689119170983
"INCOME, RACE_1, EMPLOYMENT, LGBT_IDENTITY, GENDER",200,508,2.445
"INCOME, RACE_1, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",225,495,2.2311111111111113
"INCOME, RACE_1, EMPLOYMENT, ETHNICITY_1, GENDER",155,565,2.7870967741935484
"INCOME, RACE_1, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",192,560,2.2760416666666665
"INCOME, RACE_1, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",218,503,2.2660550458715596
"INCOME, RACE_1, LGBT_IDENTITY, ETHNICITY_1, GENDER",134,583,3.08955223880597
"INCOME, RACE_1, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",158,582,2.6265822784810124
"INCOME, RACE_1, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",159,532,2.9245283018867925
"INCOME, RACE_1, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",132,579,3.1666666666666665
"INCOME, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY",244,491,2.0737704918032787
"INCOME, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1",214,535,2.1588785046728973
"INCOME, MARITAL_STATUS, EDUCATION, EMPLOYMENT, GENDER",234,484,2.1923076923076925
"INCOME, MARITAL_STATUS, EDUCATION, EMPLOYMENT, WORK_NIH_CAMPUS",251,457,2.151394422310757
"INCOME, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1",182,602,2.17032967032967
"INCOME, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, GENDER",196,538,2.3418367346938775
"INCOME, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, WORK_NIH_CAMPUS",208,521,2.2884615384615383
"INCOME, MARITAL_STATUS, EDUCATION, ETHNICITY_1, GENDER",174,577,2.413793103448276
"INCOME, MARITAL_STATUS, EDUCATION, ETHNICITY_1, WORK_NIH_CAMPUS",178,563,2.438202247191011
"INCOME, MARITAL_STATUS, EDUCATION, GENDER, WORK_NIH_CAMPUS",179,498,2.787709497206704
"INCOME, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",171,588,2.391812865497076
"INCOME, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, GENDER",188,526,2.50531914893617
"INCOME, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",203,517,2.3645320197044337
"INCOME, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, GENDER",149,599,2.6711409395973154
"INCOME, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",166,578,2.5240963855421685
"INCOME, MARITAL_STATUS, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",172,516,2.796511627906977
"INCOME, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, GENDER",136,611,2.838235294117647
"INCOME, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",138,614,2.7753623188405796
"INCOME, MARITAL_STATUS, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",153,552,2.9084967320261437
"INCOME, MARITAL_STATUS, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",121,603,3.256198347107438
"INCOME, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",220,566,1.959090909090909
"INCOME, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER",209,504,2.3588516746411483
"INCOME, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",251,496,1.99601593625498
"INCOME, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER",199,564,2.1758793969849246
"INCOME, EDUCATION, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",210,547,2.142857142857143
"INCOME, EDUCATION, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",238,489,2.134453781512605
"INCOME, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER",152,610,2.5460526315789473
"INCOME, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",177,597,2.2598870056497176
"INCOME, EDUCATION, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",172,527,2.7325581395348837
"INCOME, EDUCATION, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",142,590,2.8661971830985915
"INCOME, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",150,595,2.68
"INCOME, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",158,589,2.5822784810126582
"INCOME, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",173,528,2.7109826589595376
"INCOME, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",133,583,3.112781954887218
"INCOME, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",124,619,3.0483870967741935
"LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT",218,693,1.3944954128440368
"LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY",184,716,1.5271739130434783
"LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, ETHNICITY_1",159,760,1.490566037735849
"LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, GENDER",158,707,1.8354430379746836
"LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, WORK_NIH_CAMPUS",178,678,1.7921348314606742
"LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY",181,739,1.425414364640884
"LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1",158,767,1.4556962025316456
"LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, GENDER",175,705,1.6685714285714286
"LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, WORK_NIH_CAMPUS",172,678,1.8546511627906976
"LANGUAGE, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1",141,793,1.446808510638298
"LANGUAGE, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, GENDER",147,746,1.7074829931972788
"LANGUAGE, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, WORK_NIH_CAMPUS",160,728,1.68125
"LANGUAGE, RACE_1, MARITAL_STATUS, ETHNICITY_1, GENDER",124,775,1.7903225806451613
"LANGUAGE, RACE_1, MARITAL_STATUS, ETHNICITY_1, WORK_NIH_CAMPUS",137,765,1.6934306569343065
"LANGUAGE, RACE_1, MARITAL_STATUS, GENDER, WORK_NIH_CAMPUS",136,710,2.110294117647059
"LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY",202,721,1.3663366336633664
"LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, ETHNICITY_1",176,754,1.3806818181818181
"LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, GENDER",184,683,1.7065217391304348
"LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, WORK_NIH_CAMPUS",196,658,1.7295918367346939
"LANGUAGE, RACE_1, EDUCATION, LGBT_IDENTITY, ETHNICITY_1",154,768,1.4870129870129871
"LANGUAGE, RACE_1, EDUCATION, LGBT_IDENTITY, GENDER",157,723,1.7452229299363058
"LANGUAGE, RACE_1, EDUCATION, LGBT_IDENTITY, WORK_NIH_CAMPUS",172,703,1.7093023255813953
"LANGUAGE, RACE_1, EDUCATION, ETHNICITY_1, GENDER",134,758,1.7835820895522387
"LANGUAGE, RACE_1, EDUCATION, ETHNICITY_1, WORK_NIH_CAMPUS",160,734,1.64375
"LANGUAGE, RACE_1, EDUCATION, GENDER, WORK_NIH_CAMPUS",153,686,2.0326797385620914
"LANGUAGE, RACE_1, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",140,782,1.5357142857142858
"LANGUAGE, RACE_1, EMPLOYMENT, LGBT_IDENTITY, GENDER",151,724,1.8079470198675496
"LANGUAGE, RACE_1, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",167,710,1.718562874251497
"LANGUAGE, RACE_1, EMPLOYMENT, ETHNICITY_1, GENDER",127,761,1.858267716535433
"LANGUAGE, RACE_1, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",150,740,1.7133333333333334
