Combination,Unique Rows,Unique Rows Excluding Columns,Score
"education_level, religious_importance, handedness, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_F",147,748,0.9727891156462585
"education_level, religious_importance, handedness, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_M",143,747,1.006993006993007
"education_level, religious_importance, handedness, religious_upbringing, gender_identity_F, sexual_attraction_F, sexual_attraction_M",148,727,1.1081081081081081
"education_level, religious_importance, handedness, religious_upbringing, gender_identity_M, sexual_attraction_F, sexual_attraction_M",134,722,1.2611940298507462
"education_level, religious_importance, handedness, BMI, background_SES, gender_identity_F, gender_identity_M",620,100,1.2758064516129033
"education_level, religious_importance, handedness, BMI, background_SES, gender_identity_F, sexual_attraction_F",647,118,1.1947449768160743
"education_level, religious_importance, handedness, BMI, background_SES, gender_identity_F, sexual_attraction_M",649,119,1.189522342064715
"education_level, religious_importance, handedness, BMI, background_SES, gender_identity_M, sexual_attraction_F",643,128,1.1866251944012443
"education_level, religious_importance, handedness, BMI, background_SES, gender_identity_M, sexual_attraction_M",643,134,1.177293934681182
"education_level, religious_importance, handedness, BMI, background_SES, sexual_attraction_F, sexual_attraction_M",613,88,1.3099510603588906
"education_level, religious_importance, handedness, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F",385,336,1.4415584415584415
"education_level, religious_importance, handedness, BMI, gender_identity_F, gender_identity_M, sexual_attraction_M",387,339,1.426356589147287
"education_level, religious_importance, handedness, BMI, gender_identity_F, sexual_attraction_F, sexual_attraction_M",379,306,1.5435356200527703
"education_level, religious_importance, handedness, BMI, gender_identity_M, sexual_attraction_F, sexual_attraction_M",368,307,1.5869565217391304
"education_level, religious_importance, handedness, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",300,454,1.4566666666666668
"education_level, religious_importance, handedness, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",291,462,1.4742268041237114
"education_level, religious_importance, handedness, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",294,436,1.5476190476190477
"education_level, religious_importance, handedness, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",285,440,1.5824561403508772
"education_level, religious_importance, handedness, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",139,662,1.6474820143884892
"education_level, religious_importance, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F",596,113,1.3053691275167785
"education_level, religious_importance, religious_now, religious_upbringing, BMI, background_SES, gender_identity_M",596,114,1.3036912751677852
"education_level, religious_importance, religious_now, religious_upbringing, BMI, background_SES, sexual_attraction_F",597,119,1.2931323283082077
"education_level, religious_importance, religious_now, religious_upbringing, BMI, background_SES, sexual_attraction_M",594,120,1.297979797979798
"education_level, religious_importance, religious_now, religious_upbringing, BMI, gender_identity_F, gender_identity_M",324,245,1.9938271604938271
"education_level, religious_importance, religious_now, religious_upbringing, BMI, gender_identity_F, sexual_attraction_F",362,281,1.6850828729281768
"education_level, religious_importance, religious_now, religious_upbringing, BMI, gender_identity_F, sexual_attraction_M",367,279,1.667574931880109
"education_level, religious_importance, religious_now, religious_upbringing, BMI, gender_identity_M, sexual_attraction_F",359,280,1.701949860724234
"education_level, religious_importance, religious_now, religious_upbringing, BMI, gender_identity_M, sexual_attraction_M",352,283,1.7272727272727273
"education_level, religious_importance, religious_now, religious_upbringing, BMI, sexual_attraction_F, sexual_attraction_M",327,229,2.0244648318042815
"education_level, religious_importance, religious_now, religious_upbringing, background_SES, gender_identity_F, gender_identity_M",253,361,2.0948616600790513
"education_level, religious_importance, religious_now, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_F",284,396,1.7429577464788732
"education_level, religious_importance, religious_now, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_M",278,399,1.7697841726618706
"education_level, religious_importance, religious_now, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_F",266,392,1.8759398496240602
"education_level, religious_importance, religious_now, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_M",262,394,1.8969465648854962
"education_level, religious_importance, religious_now, religious_upbringing, background_SES, sexual_attraction_F, sexual_attraction_M",240,369,2.175
"education_level, religious_importance, religious_now, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_F",127,747,1.1338582677165354
"education_level, religious_importance, religious_now, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_M",119,746,1.218487394957983
"education_level, religious_importance, religious_now, religious_upbringing, gender_identity_F, sexual_attraction_F, sexual_attraction_M",128,725,1.296875
"education_level, religious_importance, religious_now, religious_upbringing, gender_identity_M, sexual_attraction_F, sexual_attraction_M",114,725,1.456140350877193
"education_level, religious_importance, religious_now, BMI, background_SES, gender_identity_F, gender_identity_M",559,96,1.4221824686940967
"education_level, religious_importance, religious_now, BMI, background_SES, gender_identity_F, sexual_attraction_F",584,126,1.3099315068493151
"education_level, religious_importance, religious_now, BMI, background_SES, gender_identity_F, sexual_attraction_M",586,118,1.319112627986348
"education_level, religious_importance, religious_now, BMI, background_SES, gender_identity_M, sexual_attraction_F",580,128,1.3155172413793104
"education_level, religious_importance, religious_now, BMI, background_SES, gender_identity_M, sexual_attraction_M",584,127,1.3082191780821917
"education_level, religious_importance, religious_now, BMI, background_SES, sexual_attraction_F, sexual_attraction_M",544,83,1.4852941176470589
"education_level, religious_importance, religious_now, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F",346,328,1.6271676300578035
"education_level, religious_importance, religious_now, BMI, gender_identity_F, gender_identity_M, sexual_attraction_M",346,337,1.6011560693641618
"education_level, religious_importance, religious_now, BMI, gender_identity_F, sexual_attraction_F, sexual_attraction_M",337,300,1.7537091988130564
"education_level, religious_importance, religious_now, BMI, gender_identity_M, sexual_attraction_F, sexual_attraction_M",326,294,1.8312883435582823
"education_level, religious_importance, religious_now, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",269,462,1.5947955390334572
"education_level, religious_importance, religious_now, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",266,470,1.5827067669172932
"education_level, religious_importance, religious_now, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",262,448,1.6908396946564885
"education_level, religious_importance, religious_now, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",254,448,1.7440944881889764
"education_level, religious_importance, religious_now, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",118,687,1.728813559322034
"education_level, religious_importance, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M",625,91,1.28
"education_level, religious_importance, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_F",645,107,1.2155038759689922
"education_level, religious_importance, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_M",645,100,1.2263565891472867
"education_level, religious_importance, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_F",648,112,1.2021604938271604
"education_level, religious_importance, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_M",644,111,1.2111801242236024
"education_level, religious_importance, religious_upbringing, BMI, background_SES, sexual_attraction_F, sexual_attraction_M",611,80,1.3273322422258593
"education_level, religious_importance, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F",395,313,1.4632911392405064
"education_level, religious_importance, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_M",395,318,1.450632911392405
"education_level, religious_importance, religious_upbringing, BMI, gender_identity_F, sexual_attraction_F, sexual_attraction_M",385,286,1.5714285714285714
"education_level, religious_importance, religious_upbringing, BMI, gender_identity_M, sexual_attraction_F, sexual_attraction_M",377,275,1.6339522546419099
"education_level, religious_importance, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",319,425,1.4608150470219436
"education_level, religious_importance, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",312,432,1.4711538461538463
"education_level, religious_importance, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",301,412,1.5913621262458473
"education_level, religious_importance, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",288,412,1.6631944444444444
"education_level, religious_importance, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",157,632,1.6496815286624205
"education_level, religious_importance, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",602,105,1.3056478405315615
"education_level, religious_importance, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",604,100,1.3096026490066226
"education_level, religious_importance, BMI, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",594,87,1.3535353535353536
"education_level, religious_importance, BMI, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",596,80,1.360738255033557
"education_level, religious_importance, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",370,168,1.954054054054054
"education_level, religious_importance, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",294,318,1.9489795918367347
"education_level, sex, handedness, religious_now, religious_upbringing, BMI, background_SES",519,189,1.3526011560693643
"education_level, sex, handedness, religious_now, religious_upbringing, BMI, gender_identity_F",324,355,1.654320987654321
"education_level, sex, handedness, religious_now, religious_upbringing, BMI, gender_identity_M",320,362,1.653125
"education_level, sex, handedness, religious_now, religious_upbringing, BMI, sexual_attraction_F",344,369,1.5174418604651163
"education_level, sex, handedness, religious_now, religious_upbringing, BMI, sexual_attraction_M",354,367,1.4802259887005649
"education_level, sex, handedness, religious_now, religious_upbringing, background_SES, gender_identity_F",220,459,1.9636363636363636
"education_level, sex, handedness, religious_now, religious_upbringing, background_SES, gender_identity_M",215,442,2.088372093023256
"education_level, sex, handedness, religious_now, religious_upbringing, background_SES, sexual_attraction_F",241,464,1.7717842323651452
"education_level, sex, handedness, religious_now, religious_upbringing, background_SES, sexual_attraction_M",238,462,1.8025210084033614
"education_level, sex, handedness, religious_now, religious_upbringing, gender_identity_F, gender_identity_M",62,716,2.8225806451612905
"education_level, sex, handedness, religious_now, religious_upbringing, gender_identity_F, sexual_attraction_F",86,746,1.686046511627907
"education_level, sex, handedness, religious_now, religious_upbringing, gender_identity_F, sexual_attraction_M",90,743,1.6444444444444444
"education_level, sex, handedness, religious_now, religious_upbringing, gender_identity_M, sexual_attraction_F",89,731,1.797752808988764
"education_level, sex, handedness, religious_now, religious_upbringing, gender_identity_M, sexual_attraction_M",90,729,1.8
"education_level, sex, handedness, religious_now, religious_upbringing, sexual_attraction_F, sexual_attraction_M",80,721,2.125
"education_level, sex, handedness, religious_now, BMI, background_SES, gender_identity_F",608,185,1.1611842105263157
"education_level, sex, handedness, religious_now, BMI, background_SES, gender_identity_M",607,193,1.1499176276771006
"education_level, sex, handedness, religious_now, BMI, background_SES, sexual_attraction_F",628,198,1.1035031847133758
"education_level, sex, handedness, religious_now, BMI, background_SES, sexual_attraction_M",630,209,1.0825396825396825
"education_level, sex, handedness, religious_now, BMI, gender_identity_F, gender_identity_M",273,350,1.9816849816849818
"education_level, sex, handedness, religious_now, BMI, gender_identity_F, sexual_attraction_F",323,386,1.563467492260062
"education_level, sex, handedness, religious_now, BMI, gender_identity_F, sexual_attraction_M",331,385,1.5287009063444108
"education_level, sex, handedness, religious_now, BMI, gender_identity_M, sexual_attraction_F",320,395,1.55
"education_level, sex, handedness, religious_now, BMI, gender_identity_M, sexual_attraction_M",310,397,1.5935483870967742
"education_level, sex, handedness, religious_now, BMI, sexual_attraction_F, sexual_attraction_M",291,354,1.8453608247422681
"education_level, sex, handedness, religious_now, background_SES, gender_identity_F, gender_identity_M",184,464,2.3206521739130435
"education_level, sex, handedness, religious_now, background_SES, gender_identity_F, sexual_attraction_F",216,496,1.8287037037037037
"education_level, sex, handedness, religious_now, background_SES, gender_identity_F, sexual_attraction_M",206,504,1.8786407766990292
"education_level, sex, handedness, religious_now, background_SES, gender_identity_M, sexual_attraction_F",206,490,1.9466019417475728
"education_level, sex, handedness, religious_now, background_SES, gender_identity_M, sexual_attraction_M",204,493,1.9509803921568627
"education_level, sex, handedness, religious_now, background_SES, sexual_attraction_F, sexual_attraction_M",185,464,2.308108108108108
"education_level, sex, handedness, religious_now, gender_identity_F, gender_identity_M, sexual_attraction_F",93,753,1.4838709677419355
"education_level, sex, handedness, religious_now, gender_identity_F, gender_identity_M, sexual_attraction_M",92,754,1.4891304347826086
"education_level, sex, handedness, religious_now, gender_identity_F, sexual_attraction_F, sexual_attraction_M",89,755,1.5280898876404494
"education_level, sex, handedness, religious_now, gender_identity_M, sexual_attraction_F, sexual_attraction_M",83,750,1.6987951807228916
"education_level, sex, handedness, religious_upbringing, BMI, background_SES, gender_identity_F",655,147,1.1358778625954198
"education_level, sex, handedness, religious_upbringing, BMI, background_SES, gender_identity_M",653,148,1.1378254211332313
"education_level, sex, handedness, religious_upbringing, BMI, background_SES, sexual_attraction_F",669,158,1.0956651718983557
"education_level, sex, handedness, religious_upbringing, BMI, background_SES, sexual_attraction_M",665,164,1.093233082706767
"education_level, sex, handedness, religious_upbringing, BMI, gender_identity_F, gender_identity_M",291,290,2.0652920962199315
"education_level, sex, handedness, religious_upbringing, BMI, gender_identity_F, sexual_attraction_F",343,330,1.6355685131195334
"education_level, sex, handedness, religious_upbringing, BMI, gender_identity_F, sexual_attraction_M",354,322,1.6073446327683616
"education_level, sex, handedness, religious_upbringing, BMI, gender_identity_M, sexual_attraction_F",329,337,1.6838905775075987
"education_level, sex, handedness, religious_upbringing, BMI, gender_identity_M, sexual_attraction_M",335,338,1.6507462686567165
"education_level, sex, handedness, religious_upbringing, BMI, sexual_attraction_F, sexual_attraction_M",319,290,1.884012539184953
"education_level, sex, handedness, religious_upbringing, background_SES, gender_identity_F, gender_identity_M",205,386,2.4634146341463414
"education_level, sex, handedness, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_F",241,436,1.887966804979253
"education_level, sex, handedness, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_M",245,436,1.8571428571428572
"education_level, sex, handedness, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_F",223,426,2.085201793721973
"education_level, sex, handedness, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_M",227,423,2.0616740088105727
"education_level, sex, handedness, religious_upbringing, background_SES, sexual_attraction_F, sexual_attraction_M",209,404,2.3301435406698565
"education_level, sex, handedness, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_F",96,705,1.9375
"education_level, sex, handedness, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_M",91,705,2.043956043956044
"education_level, sex, handedness, religious_upbringing, gender_identity_F, sexual_attraction_F, sexual_attraction_M",95,700,2.0105263157894737
"education_level, sex, handedness, religious_upbringing, gender_identity_M, sexual_attraction_F, sexual_attraction_M",86,693,2.302325581395349
"education_level, sex, handedness, BMI, background_SES, gender_identity_F, gender_identity_M",565,126,1.3539823008849559
"education_level, sex, handedness, BMI, background_SES, gender_identity_F, sexual_attraction_F",599,154,1.2303839732888147
"education_level, sex, handedness, BMI, background_SES, gender_identity_F, sexual_attraction_M",598,157,1.2274247491638797
"education_level, sex, handedness, BMI, background_SES, gender_identity_M, sexual_attraction_F",596,163,1.221476510067114
"education_level, sex, handedness, BMI, background_SES, gender_identity_M, sexual_attraction_M",596,169,1.2114093959731544
"education_level, sex, handedness, BMI, background_SES, sexual_attraction_F, sexual_attraction_M",569,124,1.3479789103690685
"education_level, sex, handedness, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F",308,317,1.8636363636363635
"education_level, sex, handedness, BMI, gender_identity_F, gender_identity_M, sexual_attraction_M",315,315,1.8285714285714285
"education_level, sex, handedness, BMI, gender_identity_F, sexual_attraction_F, sexual_attraction_M",306,304,1.9183006535947713
"education_level, sex, handedness, BMI, gender_identity_M, sexual_attraction_F, sexual_attraction_M",283,304,2.0742049469964665
"education_level, sex, handedness, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",200,432,2.295
"education_level, sex, handedness, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",193,433,2.373056994818653
"education_level, sex, handedness, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",192,424,2.4322916666666665
"education_level, sex, handedness, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",186,428,2.489247311827957
"education_level, sex, handedness, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",97,550,3.515463917525773
"education_level, sex, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F",647,171,1.1128284389489953
"education_level, sex, religious_now, religious_upbringing, BMI, background_SES, gender_identity_M",647,179,1.1004636785162287
"education_level, sex, religious_now, religious_upbringing, BMI, background_SES, sexual_attraction_F",660,183,1.0727272727272728
"education_level, sex, religious_now, religious_upbringing, BMI, background_SES, sexual_attraction_M",658,186,1.0714285714285714
"education_level, sex, religious_now, religious_upbringing, BMI, gender_identity_F, gender_identity_M",296,342,1.8547297297297298
"education_level, sex, religious_now, religious_upbringing, BMI, gender_identity_F, sexual_attraction_F",340,387,1.4823529411764707
"education_level, sex, religious_now, religious_upbringing, BMI, gender_identity_F, sexual_attraction_M",346,385,1.4624277456647399
"education_level, sex, religious_now, religious_upbringing, BMI, gender_identity_M, sexual_attraction_F",332,385,1.5240963855421688
"education_level, sex, religious_now, religious_upbringing, BMI, gender_identity_M, sexual_attraction_M",328,388,1.5335365853658536
"education_level, sex, religious_now, religious_upbringing, BMI, sexual_attraction_F, sexual_attraction_M",314,342,1.7484076433121019
"education_level, sex, religious_now, religious_upbringing, background_SES, gender_identity_F, gender_identity_M",218,444,2.05045871559633
"education_level, sex, religious_now, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_F",248,493,1.6048387096774193
"education_level, sex, religious_now, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_M",244,496,1.6188524590163935
"education_level, sex, religious_now, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_F",232,480,1.771551724137931
"education_level, sex, religious_now, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_M",232,476,1.7887931034482758
"education_level, sex, religious_now, religious_upbringing, background_SES, sexual_attraction_F, sexual_attraction_M",207,458,2.0917874396135265
"education_level, sex, religious_now, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_F",106,747,1.3584905660377358
"education_level, sex, religious_now, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_M",100,745,1.46
"education_level, sex, religious_now, religious_upbringing, gender_identity_F, sexual_attraction_F, sexual_attraction_M",108,739,1.4074074074074074
"education_level, sex, religious_now, religious_upbringing, gender_identity_M, sexual_attraction_F, sexual_attraction_M",96,734,1.6354166666666667
"education_level, sex, religious_now, BMI, background_SES, gender_identity_F, gender_identity_M",592,159,1.2364864864864864
"education_level, sex, religious_now, BMI, background_SES, gender_identity_F, sexual_attraction_F",621,188,1.1320450885668276
"education_level, sex, religious_now, BMI, background_SES, gender_identity_F, sexual_attraction_M",621,189,1.1304347826086956
"education_level, sex, religious_now, BMI, background_SES, gender_identity_M, sexual_attraction_F",617,197,1.1247974068071314
"education_level, sex, religious_now, BMI, background_SES, gender_identity_M, sexual_attraction_M",619,201,1.1147011308562198
"education_level, sex, religious_now, BMI, background_SES, sexual_attraction_F, sexual_attraction_M",596,152,1.2399328859060403
"education_level, sex, religious_now, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F",300,381,1.7
"education_level, sex, religious_now, BMI, gender_identity_F, gender_identity_M, sexual_attraction_M",301,383,1.6877076411960132
"education_level, sex, religious_now, BMI, gender_identity_F, sexual_attraction_F, sexual_attraction_M",292,369,1.7876712328767124
"education_level, sex, religious_now, BMI, gender_identity_M, sexual_attraction_F, sexual_attraction_M",279,363,1.89247311827957
"education_level, sex, religious_now, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",205,495,1.9317073170731707
"education_level, sex, religious_now, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",204,498,1.9264705882352942
"education_level, sex, religious_now, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",195,488,2.066666666666667
"education_level, sex, religious_now, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",192,490,2.0885416666666665
"education_level, sex, religious_now, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",99,616,2.7777777777777777
"education_level, sex, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M",637,105,1.2339089481946626
"education_level, sex, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_F",665,139,1.130827067669173
"education_level, sex, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_M",661,137,1.140695915279879
"education_level, sex, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_F",664,146,1.1219879518072289
"education_level, sex, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_M",656,144,1.138719512195122
"education_level, sex, religious_upbringing, BMI, background_SES, sexual_attraction_F, sexual_attraction_M",635,111,1.2283464566929134
"education_level, sex, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F",315,305,1.8603174603174604
"education_level, sex, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_M",318,305,1.8427672955974843
"education_level, sex, religious_upbringing, BMI, gender_identity_F, sexual_attraction_F, sexual_attraction_M",310,293,1.929032258064516
"education_level, sex, religious_upbringing, BMI, gender_identity_M, sexual_attraction_F, sexual_attraction_M",292,285,2.0753424657534247
"education_level, sex, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",218,414,2.188073394495413
"education_level, sex, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",218,418,2.169724770642202
"education_level, sex, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",208,415,2.2884615384615383
"education_level, sex, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",193,415,2.466321243523316
"education_level, sex, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",107,532,3.3551401869158877
"education_level, sex, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",563,125,1.3605683836589697
"education_level, sex, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",560,121,1.375
"education_level, sex, BMI, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",546,113,1.424908424908425
"education_level, sex, BMI, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",549,113,1.4171220400728597
"education_level, sex, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",289,189,2.4290657439446366
"education_level, sex, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",184,277,3.3369565217391304
"education_level, handedness, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F",640,166,1.1328125
"education_level, handedness, religious_now, religious_upbringing, BMI, background_SES, gender_identity_M",638,167,1.134796238244514
"education_level, handedness, religious_now, religious_upbringing, BMI, background_SES, sexual_attraction_F",641,175,1.1170046801872076
"education_level, handedness, religious_now, religious_upbringing, BMI, background_SES, sexual_attraction_M",634,181,1.1198738170347002
"education_level, handedness, religious_now, religious_upbringing, BMI, gender_identity_F, gender_identity_M",310,336,1.7903225806451613
"education_level, handedness, religious_now, religious_upbringing, BMI, gender_identity_F, sexual_attraction_F",354,362,1.4943502824858756
"education_level, handedness, religious_now, religious_upbringing, BMI, gender_identity_F, sexual_attraction_M",362,354,1.4834254143646408
"education_level, handedness, religious_now, religious_upbringing, BMI, gender_identity_M, sexual_attraction_F",346,369,1.5086705202312138
"education_level, handedness, religious_now, religious_upbringing, BMI, gender_identity_M, sexual_attraction_M",344,370,1.5145348837209303
"education_level, handedness, religious_now, religious_upbringing, BMI, sexual_attraction_F, sexual_attraction_M",314,324,1.805732484076433
"education_level, handedness, religious_now, religious_upbringing, background_SES, gender_identity_F, gender_identity_M",238,443,1.8823529411764706
"education_level, handedness, religious_now, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_F",269,476,1.5427509293680297
"education_level, handedness, religious_now, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_M",266,474,1.5676691729323309
"education_level, handedness, religious_now, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_F",252,466,1.6865079365079365
"education_level, handedness, religious_now, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_M",250,463,1.712
"education_level, handedness, religious_now, religious_upbringing, background_SES, sexual_attraction_F, sexual_attraction_M",213,442,2.107981220657277
"education_level, handedness, religious_now, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_F",116,760,1.1293103448275863
"education_level, handedness, religious_now, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_M",114,759,1.1578947368421053
"education_level, handedness, religious_now, religious_upbringing, gender_identity_F, sexual_attraction_F, sexual_attraction_M",115,741,1.3043478260869565
"education_level, handedness, religious_now, religious_upbringing, gender_identity_M, sexual_attraction_F, sexual_attraction_M",104,736,1.4903846153846154
"education_level, handedness, religious_now, BMI, background_SES, gender_identity_F, gender_identity_M",590,151,1.2542372881355932
"education_level, handedness, religious_now, BMI, background_SES, gender_identity_F, sexual_attraction_F",621,168,1.1642512077294687
"education_level, handedness, religious_now, BMI, background_SES, gender_identity_F, sexual_attraction_M",621,172,1.1578099838969405
"education_level, handedness, religious_now, BMI, background_SES, gender_identity_M, sexual_attraction_F",617,177,1.1572123176661264
"education_level, handedness, religious_now, BMI, background_SES, gender_identity_M, sexual_attraction_M",615,184,1.1495934959349594
"education_level, handedness, religious_now, BMI, background_SES, sexual_attraction_F, sexual_attraction_M",584,139,1.2876712328767124
"education_level, handedness, religious_now, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F",320,392,1.559375
"education_level, handedness, religious_now, BMI, gender_identity_F, gender_identity_M, sexual_attraction_M",323,391,1.5479876160990713
"education_level, handedness, religious_now, BMI, gender_identity_F, sexual_attraction_F, sexual_attraction_M",312,364,1.689102564102564
"education_level, handedness, religious_now, BMI, gender_identity_M, sexual_attraction_F, sexual_attraction_M",302,363,1.7483443708609272
"education_level, handedness, religious_now, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",227,497,1.7356828193832599
"education_level, handedness, religious_now, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",220,505,1.7545454545454546
"education_level, handedness, religious_now, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",219,479,1.8812785388127853
"education_level, handedness, religious_now, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",210,479,1.9619047619047618
"education_level, handedness, religious_now, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",115,673,1.8956521739130434
"education_level, handedness, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M",625,116,1.24
"education_level, handedness, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_F",649,133,1.1679506933744221
"education_level, handedness, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_M",647,134,1.170015455950541
"education_level, handedness, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_F",651,133,1.1643625192012288
"education_level, handedness, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_M",643,137,1.1726283048211508
"education_level, handedness, religious_upbringing, BMI, background_SES, sexual_attraction_F, sexual_attraction_M",616,109,1.2694805194805194
"education_level, handedness, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F",339,304,1.7315634218289087
"education_level, handedness, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_M",346,301,1.7052023121387283
"education_level, handedness, religious_upbringing, BMI, gender_identity_F, sexual_attraction_F, sexual_attraction_M",336,272,1.8422619047619047
"education_level, handedness, religious_upbringing, BMI, gender_identity_M, sexual_attraction_F, sexual_attraction_M",319,272,1.9404388714733543
