,Combination,SUDA_Sum
715,"INCOME, LANGUAGE, RACE_1, EDUCATION, WORK_NIH_CAMPUS",4161
716,"INCOME, LANGUAGE, RACE_1, EMPLOYMENT, LGBT_IDENTITY",4409
717,"INCOME, LANGUAGE, RACE_1, EMPLOYMENT, ETHNICITY_1",4030
718,"INCOME, LANGUAGE, RACE_1, EMPLOYMENT, GENDER",3982
719,"INCOME, LANGUAGE, RACE_1, EMPLOYMENT, WORK_NIH_CAMPUS",4091
720,"INCOME, LANGUAGE, RACE_1, LGBT_IDENTITY, ETHNICITY_1",3862
721,"INCOME, LANGUAGE, RACE_1, LGBT_IDENTITY, GENDER",3800
722,"INCOME, LANGUAGE, RACE_1, LGBT_IDENTITY, WORK_NIH_CAMPUS",3945
723,"INCOME, LANGUAGE, RACE_1, ETHNICITY_1, GENDER",3441
724,"INCOME, LANGUAGE, RACE_1, ETHNICITY_1, WORK_NIH_CAMPUS",3638
725,"INCOME, LANGUAGE, RACE_1, GENDER, WORK_NIH_CAMPUS",3517
726,"INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT",4662
727,"INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY",4333
728,"INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, ETHNICITY_1",4061
729,"INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, GENDER",4036
730,"INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, WORK_NIH_CAMPUS",4092
731,"INCOME, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY",4294
732,"INCOME, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1",3987
733,"INCOME, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, GENDER",3984
734,"INCOME, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, WORK_NIH_CAMPUS",4024
735,"INCOME, LANGUAGE, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1",3819
736,"INCOME, LANGUAGE, MARITAL_STATUS, LGBT_IDENTITY, GENDER",3800
737,"INCOME, LANGUAGE, MARITAL_STATUS, LGBT_IDENTITY, WORK_NIH_CAMPUS",3823
738,"INCOME, LANGUAGE, MARITAL_STATUS, ETHNICITY_1, GENDER",3525
739,"INCOME, LANGUAGE, MARITAL_STATUS, ETHNICITY_1, WORK_NIH_CAMPUS",3517
740,"INCOME, LANGUAGE, MARITAL_STATUS, GENDER, WORK_NIH_CAMPUS",3499
741,"INCOME, LANGUAGE, EDUCATION, EMPLOYMENT, LGBT_IDENTITY",4416
742,"INCOME, LANGUAGE, EDUCATION, EMPLOYMENT, ETHNICITY_1",4173
743,"INCOME, LANGUAGE, EDUCATION, EMPLOYMENT, GENDER",4106
744,"INCOME, LANGUAGE, EDUCATION, EMPLOYMENT, WORK_NIH_CAMPUS",4181
745,"INCOME, LANGUAGE, EDUCATION, LGBT_IDENTITY, ETHNICITY_1",3903
746,"INCOME, LANGUAGE, EDUCATION, LGBT_IDENTITY, GENDER",3836
747,"INCOME, LANGUAGE, EDUCATION, LGBT_IDENTITY, WORK_NIH_CAMPUS",3918
748,"INCOME, LANGUAGE, EDUCATION, ETHNICITY_1, GENDER",3605
749,"INCOME, LANGUAGE, EDUCATION, ETHNICITY_1, WORK_NIH_CAMPUS",3665
750,"INCOME, LANGUAGE, EDUCATION, GENDER, WORK_NIH_CAMPUS",3573
751,"INCOME, LANGUAGE, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",3899
752,"INCOME, LANGUAGE, EMPLOYMENT, LGBT_IDENTITY, GENDER",3815
753,"INCOME, LANGUAGE, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",3849
754,"INCOME, LANGUAGE, EMPLOYMENT, ETHNICITY_1, GENDER",3549
755,"INCOME, LANGUAGE, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",3605
756,"INCOME, LANGUAGE, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",3533
757,"INCOME, LANGUAGE, LGBT_IDENTITY, ETHNICITY_1, GENDER",3380
758,"INCOME, LANGUAGE, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",3516
759,"INCOME, LANGUAGE, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",3361
760,"INCOME, LANGUAGE, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",3146
761,"INCOME, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT",2363
762,"INCOME, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY",2088
763,"INCOME, RACE_1, MARITAL_STATUS, EDUCATION, ETHNICITY_1",1799
764,"INCOME, RACE_1, MARITAL_STATUS, EDUCATION, GENDER",1728
765,"INCOME, RACE_1, MARITAL_STATUS, EDUCATION, WORK_NIH_CAMPUS",1836
766,"INCOME, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY",2021
767,"INCOME, RACE_1, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1",1689
768,"INCOME, RACE_1, MARITAL_STATUS, EMPLOYMENT, GENDER",1641
769,"INCOME, RACE_1, MARITAL_STATUS, EMPLOYMENT, WORK_NIH_CAMPUS",1726
770,"INCOME, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1",1567
771,"INCOME, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, GENDER",1470
772,"INCOME, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, WORK_NIH_CAMPUS",1594
773,"INCOME, RACE_1, MARITAL_STATUS, ETHNICITY_1, GENDER",1210
774,"INCOME, RACE_1, MARITAL_STATUS, ETHNICITY_1, WORK_NIH_CAMPUS",1296
775,"INCOME, RACE_1, MARITAL_STATUS, GENDER, WORK_NIH_CAMPUS",1197
776,"INCOME, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY",2202
777,"INCOME, RACE_1, EDUCATION, EMPLOYMENT, ETHNICITY_1",1912
778,"INCOME, RACE_1, EDUCATION, EMPLOYMENT, GENDER",1798
779,"INCOME, RACE_1, EDUCATION, EMPLOYMENT, WORK_NIH_CAMPUS",1897
780,"INCOME, RACE_1, EDUCATION, LGBT_IDENTITY, ETHNICITY_1",1698
781,"INCOME, RACE_1, EDUCATION, LGBT_IDENTITY, GENDER",1570
782,"INCOME, RACE_1, EDUCATION, LGBT_IDENTITY, WORK_NIH_CAMPUS",1685
783,"INCOME, RACE_1, EDUCATION, ETHNICITY_1, GENDER",1316
784,"INCOME, RACE_1, EDUCATION, ETHNICITY_1, WORK_NIH_CAMPUS",1431
785,"INCOME, RACE_1, EDUCATION, GENDER, WORK_NIH_CAMPUS",1302
786,"INCOME, RACE_1, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",1704
787,"INCOME, RACE_1, EMPLOYMENT, LGBT_IDENTITY, GENDER",1584
788,"INCOME, RACE_1, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",1656
789,"INCOME, RACE_1, EMPLOYMENT, ETHNICITY_1, GENDER",1270
790,"INCOME, RACE_1, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",1371
791,"INCOME, RACE_1, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",1264
792,"INCOME, RACE_1, LGBT_IDENTITY, ETHNICITY_1, GENDER",1181
793,"INCOME, RACE_1, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",1340
794,"INCOME, RACE_1, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",1113
795,"INCOME, RACE_1, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",925
796,"INCOME, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY",2100
797,"INCOME, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1",1854
798,"INCOME, MARITAL_STATUS, EDUCATION, EMPLOYMENT, GENDER",1796
799,"INCOME, MARITAL_STATUS, EDUCATION, EMPLOYMENT, WORK_NIH_CAMPUS",1819
800,"INCOME, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1",1647
801,"INCOME, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, GENDER",1567
802,"INCOME, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, WORK_NIH_CAMPUS",1637
803,"INCOME, MARITAL_STATUS, EDUCATION, ETHNICITY_1, GENDER",1375
804,"INCOME, MARITAL_STATUS, EDUCATION, ETHNICITY_1, WORK_NIH_CAMPUS",1394
805,"INCOME, MARITAL_STATUS, EDUCATION, GENDER, WORK_NIH_CAMPUS",1301
806,"INCOME, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",1578
807,"INCOME, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, GENDER",1514
808,"INCOME, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",1544
809,"INCOME, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, GENDER",1250
810,"INCOME, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",1265
811,"INCOME, MARITAL_STATUS, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",1202
812,"INCOME, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, GENDER",1165
813,"INCOME, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",1190
814,"INCOME, MARITAL_STATUS, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",1039
815,"INCOME, MARITAL_STATUS, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",863
816,"INCOME, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",1723
817,"INCOME, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER",1539
818,"INCOME, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",1609
819,"INCOME, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER",1401
820,"INCOME, EDUCATION, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",1417
821,"INCOME, EDUCATION, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",1286
822,"INCOME, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER",1211
823,"INCOME, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",1300
824,"INCOME, EDUCATION, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",1072
825,"INCOME, EDUCATION, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",963
826,"INCOME, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",1194
827,"INCOME, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",1233
828,"INCOME, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",1048
829,"INCOME, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",886
830,"INCOME, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",840
831,"LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT",3814
832,"LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY",3659
833,"LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, ETHNICITY_1",3424
834,"LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, GENDER",3333
835,"LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, WORK_NIH_CAMPUS",3405
836,"LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY",3645
837,"LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1",3450
838,"LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, GENDER",3347
839,"LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, WORK_NIH_CAMPUS",3353
840,"LANGUAGE, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1",3266
841,"LANGUAGE, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, GENDER",3188
842,"LANGUAGE, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, WORK_NIH_CAMPUS",3306
843,"LANGUAGE, RACE_1, MARITAL_STATUS, ETHNICITY_1, GENDER",2975
844,"LANGUAGE, RACE_1, MARITAL_STATUS, ETHNICITY_1, WORK_NIH_CAMPUS",3078
845,"LANGUAGE, RACE_1, MARITAL_STATUS, GENDER, WORK_NIH_CAMPUS",2962
846,"LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY",3657
847,"LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, ETHNICITY_1",3455
848,"LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, GENDER",3390
849,"LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, WORK_NIH_CAMPUS",3428
850,"LANGUAGE, RACE_1, EDUCATION, LGBT_IDENTITY, ETHNICITY_1",3249
851,"LANGUAGE, RACE_1, EDUCATION, LGBT_IDENTITY, GENDER",3216
852,"LANGUAGE, RACE_1, EDUCATION, LGBT_IDENTITY, WORK_NIH_CAMPUS",3311
853,"LANGUAGE, RACE_1, EDUCATION, ETHNICITY_1, GENDER",3002
854,"LANGUAGE, RACE_1, EDUCATION, ETHNICITY_1, WORK_NIH_CAMPUS",3084
855,"LANGUAGE, RACE_1, EDUCATION, GENDER, WORK_NIH_CAMPUS",3025
856,"LANGUAGE, RACE_1, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",3239
857,"LANGUAGE, RACE_1, EMPLOYMENT, LGBT_IDENTITY, GENDER",3169
858,"LANGUAGE, RACE_1, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",3264
859,"LANGUAGE, RACE_1, EMPLOYMENT, ETHNICITY_1, GENDER",3002
860,"LANGUAGE, RACE_1, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",3124
861,"LANGUAGE, RACE_1, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",3002
862,"LANGUAGE, RACE_1, LGBT_IDENTITY, ETHNICITY_1, GENDER",2850
863,"LANGUAGE, RACE_1, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",2973
864,"LANGUAGE, RACE_1, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",2866
865,"LANGUAGE, RACE_1, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",2701
866,"LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY",3674
867,"LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1",3501
868,"LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, GENDER",3446
869,"LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, WORK_NIH_CAMPUS",3463
870,"LANGUAGE, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1",3292
871,"LANGUAGE, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, GENDER",3257
872,"LANGUAGE, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, WORK_NIH_CAMPUS",3309
873,"LANGUAGE, MARITAL_STATUS, EDUCATION, ETHNICITY_1, GENDER",3074
874,"LANGUAGE, MARITAL_STATUS, EDUCATION, ETHNICITY_1, WORK_NIH_CAMPUS",3083
875,"LANGUAGE, MARITAL_STATUS, EDUCATION, GENDER, WORK_NIH_CAMPUS",3058
876,"LANGUAGE, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",3320
877,"LANGUAGE, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, GENDER",3232
878,"LANGUAGE, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",3281
879,"LANGUAGE, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, GENDER",3095
880,"LANGUAGE, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",3128
881,"LANGUAGE, MARITAL_STATUS, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",3034
882,"LANGUAGE, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, GENDER",2906
883,"LANGUAGE, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",3000
884,"LANGUAGE, MARITAL_STATUS, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",2894
885,"LANGUAGE, MARITAL_STATUS, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",2750
886,"LANGUAGE, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",3269
887,"LANGUAGE, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER",3219
888,"LANGUAGE, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",3253
889,"LANGUAGE, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER",3104
890,"LANGUAGE, EDUCATION, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",3124
891,"LANGUAGE, EDUCATION, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",3052
892,"LANGUAGE, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER",2868
893,"LANGUAGE, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",2914
894,"LANGUAGE, EDUCATION, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",2893
895,"LANGUAGE, EDUCATION, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",2726
896,"LANGUAGE, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",2834
897,"LANGUAGE, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",2966
898,"LANGUAGE, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",2846
899,"LANGUAGE, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",2784
900,"LANGUAGE, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",2587
901,"RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY",1473
902,"RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1",1337
903,"RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, GENDER",1211
904,"RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, WORK_NIH_CAMPUS",1196
905,"RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1",1192
906,"RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, GENDER",1084
907,"RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, WORK_NIH_CAMPUS",1143
908,"RACE_1, MARITAL_STATUS, EDUCATION, ETHNICITY_1, GENDER",920
909,"RACE_1, MARITAL_STATUS, EDUCATION, ETHNICITY_1, WORK_NIH_CAMPUS",1001
910,"RACE_1, MARITAL_STATUS, EDUCATION, GENDER, WORK_NIH_CAMPUS",836
911,"RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",1155
912,"RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, GENDER",1055
913,"RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",1066
914,"RACE_1, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, GENDER",921
915,"RACE_1, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",925
916,"RACE_1, MARITAL_STATUS, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",769
917,"RACE_1, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, GENDER",742
918,"RACE_1, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",883
919,"RACE_1, MARITAL_STATUS, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",665
920,"RACE_1, MARITAL_STATUS, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",591
921,"RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",1176
922,"RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER",1086
923,"RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",1064
924,"RACE_1, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER",953
925,"RACE_1, EDUCATION, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",967
926,"RACE_1, EDUCATION, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",812
927,"RACE_1, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER",788
928,"RACE_1, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",852
929,"RACE_1, EDUCATION, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",720
930,"RACE_1, EDUCATION, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",629
931,"RACE_1, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",769
932,"RACE_1, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",843
933,"RACE_1, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",689
934,"RACE_1, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",641
935,"RACE_1, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",496
936,"MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",1131
937,"MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER",1044
938,"MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",1036
939,"MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER",946
940,"MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",920
941,"MARITAL_STATUS, EDUCATION, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",834
942,"MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER",771
943,"MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",833
944,"MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",716
945,"MARITAL_STATUS, EDUCATION, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",642
946,"MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",767
947,"MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",830
948,"MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",665
949,"MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",606
950,"MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",457
951,"EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",755
952,"EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",740
953,"EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",607
954,"EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",595
955,"EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",448
956,"EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",461
957,"AGE, INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION",55978
958,"AGE, INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT",55102
959,"AGE, INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, LGBT_IDENTITY",52865
960,"AGE, INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, ETHNICITY_1",49440
961,"AGE, INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, GENDER",50372
962,"AGE, INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, WORK_NIH_CAMPUS",51920
963,"AGE, INCOME, LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT",56810
964,"AGE, INCOME, LANGUAGE, RACE_1, EDUCATION, LGBT_IDENTITY",54479
965,"AGE, INCOME, LANGUAGE, RACE_1, EDUCATION, ETHNICITY_1",50904
966,"AGE, INCOME, LANGUAGE, RACE_1, EDUCATION, GENDER",52080
967,"AGE, INCOME, LANGUAGE, RACE_1, EDUCATION, WORK_NIH_CAMPUS",53422
968,"AGE, INCOME, LANGUAGE, RACE_1, EMPLOYMENT, LGBT_IDENTITY",53511
969,"AGE, INCOME, LANGUAGE, RACE_1, EMPLOYMENT, ETHNICITY_1",49960
970,"AGE, INCOME, LANGUAGE, RACE_1, EMPLOYMENT, GENDER",51003
971,"AGE, INCOME, LANGUAGE, RACE_1, EMPLOYMENT, WORK_NIH_CAMPUS",52649
972,"AGE, INCOME, LANGUAGE, RACE_1, LGBT_IDENTITY, ETHNICITY_1",48032
973,"AGE, INCOME, LANGUAGE, RACE_1, LGBT_IDENTITY, GENDER",49134
974,"AGE, INCOME, LANGUAGE, RACE_1, LGBT_IDENTITY, WORK_NIH_CAMPUS",50694
975,"AGE, INCOME, LANGUAGE, RACE_1, ETHNICITY_1, GENDER",45440
976,"AGE, INCOME, LANGUAGE, RACE_1, ETHNICITY_1, WORK_NIH_CAMPUS",47200
977,"AGE, INCOME, LANGUAGE, RACE_1, GENDER, WORK_NIH_CAMPUS",48026
978,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT",55791
979,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY",53856
980,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, ETHNICITY_1",50644
981,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, GENDER",51600
982,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, EDUCATION, WORK_NIH_CAMPUS",52265
983,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY",52837
984,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1",49664
985,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, GENDER",50554
986,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, WORK_NIH_CAMPUS",51353
987,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1",47709
988,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, LGBT_IDENTITY, GENDER",48658
989,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, LGBT_IDENTITY, WORK_NIH_CAMPUS",49720
990,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, ETHNICITY_1, GENDER",45383
